"LINE_NO","GMT_DATE","GMT_TIME","LMT_DATE","LMT_TIME","ECEF_X","ECEF_Y","ECEF_Z","LATITUDE","LONGITUDE","HEIGHT","DOP","NAV","VALIDATED","SATS_USED","CH1_SATID","CH1_C.N","CH2_SATID","CH2_C.N","CH3_SATID","CH3_C.N","CH4_SATID","CH4_C.N","CH5_SATID","CH5_C.N","CH6_SATID","CH6_C.N","CH7_SATID","CH7_C.N","CH8_SATID","CH8_C.N","CH9_SATID","CH9_C.N","CH10_SATID","CH10_C.N","CH11_SATID","CH11_C.N","CH12_SATID","CH12_C.N","MAIN_VOL","BU_VOL","TEMP","REMARKS","ID","StStatus","POSTime","Name","Stock.Dens"
1777,"2020-11-29","00:00:30","2020-11-29","00:00:30",-862561,-5620268,2880128,27.0187111,-98.7252913,143.72,1.6,"3D","Yes",9,3,32,4,35,7,38,8,35,9,38,16,35,22,35,27,35,30,29,0,0,0,0,0,0,3.56,3.6,21,NA,"F20_006","after","2020-11-29 00:00:30","Guadalupe",0.0643034443931182
1778,"2020-11-29","03:00:30","2020-11-29","03:00:30",-862598,-5620242,2880185,27.0192518,-98.7256996,151.72,2.6,"3D","Yes",5,7,35,8,29,9,38,17,38,30,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.6,26,NA,"F20_006","after","2020-11-29 03:00:30","Guadalupe",0.0643034443931182
1779,"2020-11-29","06:01:00","2020-11-29","06:01:00",-862707,-5620204,2880208,27.0195229,-98.7268433,143.44,2.6,"3D","Yes",5,2,29,3,29,6,35,17,38,28,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,21,NA,"F20_006","after","2020-11-29 06:01:00","Guadalupe",0.0643034443931182
1780,"2020-11-29","09:00:31","2020-11-29","09:00:31",-862851,-5619977,2880616,27.0236334,-98.7286246,148.39,7.8,"3D","Yes",6,2,35,5,38,6,29,12,38,17,29,19,35,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,21,NA,"F20_006","after","2020-11-29 09:00:31","Guadalupe",0.0643034443931182
1781,"2020-11-29","12:00:54","2020-11-29","12:00:54",-862851,-5619972,2880616,27.0236536,-98.7286323,143.99,2.2,"3D","Yes",8,5,32,12,35,13,32,15,38,20,38,23,38,25,35,29,38,0,0,0,0,0,0,0,0,3.56,3.6,25,NA,"F20_006","after","2020-11-29 12:00:54","Guadalupe",0.0643034443931182
1782,"2020-11-29","15:00:48","2020-11-29","15:00:48",-863041,-5619940,2880633,27.0238018,-98.7305737,149.23,2.6,"3D","Yes",6,15,38,18,38,20,32,23,32,24,35,29,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.58,26,NA,"F20_006","after","2020-11-29 15:00:48","Guadalupe",0.0643034443931182
1783,"2020-11-29","18:00:29","2020-11-29","18:00:29",-863031,-5619957,2880598,27.0234577,-98.7304481,146.94,2.4,"3D","Yes",6,10,41,20,35,21,29,23,35,25,32,31,38,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.6,31,NA,"F20_006","after","2020-11-29 18:00:29","Guadalupe",0.0643034443931182
1784,"2020-11-29","21:00:29","2020-11-29","21:00:29",-863076,-5619964,2880548,27.0229994,-98.7308856,136.47,3.4,"3D","Yes",4,3,41,4,38,21,29,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.6,28,NA,"F20_006","after","2020-11-29 21:00:29","Guadalupe",0.0643034443931182
1785,"2020-11-30","00:00:46","2020-11-30","00:00:46",-862966,-5619971,2880583,27.0233208,-98.7297792,143.66,3.8,"3D","Yes",6,4,38,7,35,8,32,9,38,16,32,27,38,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,22,NA,"F20_006","after","2020-11-30 00:00:46","Guadalupe",0.0643034443931182
1786,"2020-11-30","03:00:30","2020-11-30","03:00:30",-862786,-5619933,2880700,27.0245275,-98.7280445,139.03,2.2,"3D","Yes",7,1,38,7,38,8,35,9,29,17,35,21,38,30,41,0,0,0,0,0,0,0,0,0,0,3.56,3.6,18,NA,"F20_006","after","2020-11-30 03:00:30","Guadalupe",0.0643034443931182
1787,"2020-11-30","06:00:48","2020-11-30","06:00:48",-862720,-5619793,2881001,27.0275558,-98.7276012,143.62,2.4,"3D","Yes",7,2,35,6,29,17,29,19,35,24,32,28,35,30,35,0,0,0,0,0,0,0,0,0,0,3.54,3.6,19,NA,"F20_006","after","2020-11-30 06:00:48","Guadalupe",0.0643034443931182
1788,"2020-11-30","09:00:16","2020-11-30","09:00:16",-863189,-5619791,2880853,27.0260822,-98.7322757,138.01,4,"3D","Yes",5,2,38,6,35,17,29,19,35,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.58,19,NA,"F20_006","after","2020-11-30 09:00:16","Guadalupe",0.0643034443931182
1789,"2020-11-30","12:00:29","2020-11-30","12:00:29",-863227,-5619768,2880899,27.0265216,-98.7326894,143.8,2,"3D","Yes",9,5,38,12,38,13,38,15,32,18,41,20,35,23,35,25,35,29,41,0,0,0,0,0,0,3.56,3.6,18,NA,"F20_006","after","2020-11-30 12:00:29","Guadalupe",0.0643034443931182
1790,"2020-11-30","15:00:23","2020-11-30","15:00:23",-863389,-5619768,2880863,27.0261313,-98.734303,149.36,3,"3D","Yes",5,15,38,18,29,20,41,23,41,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.6,21,NA,"F20_006","after","2020-11-30 15:00:23","Guadalupe",0.0643034443931182
1791,"2020-11-30","18:01:46","2020-11-30","18:01:46",-863340,-5619803,2880804,27.0255456,-98.7337614,146.74,2.6,"3D","Yes",5,10,41,20,41,21,29,23,41,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,27,NA,"F20_006","after","2020-11-30 18:01:46","Guadalupe",0.0643034443931182
1792,"2020-11-30","21:00:30","2020-11-30","21:00:30",-863213,-5619870,2880722,27.0246939,-98.7323939,151.29,2.8,"3D","Yes",5,1,35,3,41,21,35,22,41,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,30,NA,"F20_006","after","2020-11-30 21:00:30","Guadalupe",0.0643034443931182
1793,"2020-12-01","00:01:27","2020-12-01","00:01:27",-863251,-5619821,2880778,27.0253191,-98.7328474,138.73,4.6,"3D","Yes",5,4,29,7,35,8,29,9,35,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,19,NA,"F20_006","after","2020-12-01 00:01:27","Guadalupe",0.0643034443931182
1794,"2020-12-01","03:00:30","2020-12-01","03:00:30",-863292,-5619810,2880797,27.0254909,-98.7332726,143.23,2,"3D","Yes",7,1,38,7,38,8,29,9,32,17,41,21,38,30,38,0,0,0,0,0,0,0,0,0,0,3.54,3.58,13,NA,"F20_006","after","2020-12-01 03:00:30","Guadalupe",0.0643034443931182
1795,"2020-12-01","06:00:48","2020-12-01","06:00:48",-863269,-5619771,2880880,27.0263305,-98.7331032,143.49,1.8,"3D","Yes",7,3,29,6,38,17,38,19,35,24,29,28,32,30,38,0,0,0,0,0,0,0,0,0,0,3.52,3.6,16,NA,"F20_006","after","2020-12-01 06:00:48","Guadalupe",0.0643034443931182
1796,"2020-12-01","09:00:30","2020-12-01","09:00:30",-863281,-5619774,2880864,27.0261823,-98.7332181,140.49,2,"3D","Yes",6,2,35,5,41,6,41,17,29,19,38,24,29,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.58,19,NA,"F20_006","after","2020-12-01 09:00:30","Guadalupe",0.0643034443931182
1797,"2020-12-01","12:00:47","2020-12-01","12:00:47",-863273,-5619779,2880868,27.0261991,-98.7331308,145.62,1.8,"3D","Yes",9,5,32,12,32,13,41,15,38,18,38,20,38,23,38,25,35,29,38,0,0,0,0,0,0,3.52,3.56,14,NA,"F20_006","after","2020-12-01 12:00:47","Guadalupe",0.0643034443931182
1798,"2020-12-01","15:00:22","2020-12-01","15:00:22",-863144,-5619800,2880866,27.0261782,-98.7318137,145.76,3,"3D","Yes",5,15,29,18,41,20,38,23,38,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.58,22,NA,"F20_006","after","2020-12-01 15:00:22","Guadalupe",0.0643034443931182
1799,"2020-12-01","18:00:54","2020-12-01","18:00:54",-862974,-5619810,2880893,27.0264606,-98.7301052,143.84,2,"3D","Yes",6,12,32,20,35,21,35,22,29,23,38,31,35,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,25,NA,"F20_006","after","2020-12-01 18:00:54","Guadalupe",0.0643034443931182
1800,"2020-12-01","21:00:41","2020-12-01","21:00:41",-862862,-5619834,2880868,27.026232,-98.7289529,138.47,3.4,"3D","Yes",5,3,38,4,38,16,35,22,38,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,28,NA,"F20_006","after","2020-12-01 21:00:41","Guadalupe",0.0643034443931182
1801,"2020-12-02","00:00:19","2020-12-02","00:00:19",-862788,-5619878,2880807,27.0256094,-98.7281485,139.49,3,"3D","Yes",6,3,38,4,41,8,41,16,29,27,35,28,38,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,23,NA,"F20_006","after","2020-12-02 00:00:19","Guadalupe",0.0643034443931182
1802,"2020-12-02","03:00:29","2020-12-02","03:00:29",-862837,-5619961,2880647,27.0239562,-98.7285097,146.5,2.4,"3D","Yes",7,1,41,7,41,8,38,17,35,21,41,28,29,30,35,0,0,0,0,0,0,0,0,0,0,3.56,3.6,22,NA,"F20_006","after","2020-12-02 03:00:29","Guadalupe",0.0643034443931182
1803,"2020-12-02","06:00:29","2020-12-02","06:00:29",-862995,-5619835,2880846,27.0259683,-98.7302761,147.34,2.2,"3D","Yes",8,2,41,6,38,13,35,14,38,17,41,19,38,28,41,30,32,0,0,0,0,0,0,0,0,3.56,3.6,18,NA,"F20_006","after","2020-12-02 06:00:29","Guadalupe",0.0643034443931182
1804,"2020-12-02","09:00:30","2020-12-02","09:00:30",-862918,-5619805,2880922,27.0267489,-98.729555,145.05,1.8,"3D","Yes",7,2,32,5,32,6,32,12,38,17,35,19,29,24,35,0,0,0,0,0,0,0,0,0,0,3.56,3.58,20,NA,"F20_006","after","2020-12-02 09:00:30","Guadalupe",0.0643034443931182
1805,"2020-12-02","12:00:47","2020-12-02","12:00:47",-862844,-5619817,2880919,27.0267222,-98.7287996,144.25,2,"3D","Yes",8,2,35,5,41,13,41,15,32,18,32,20,35,23,35,29,38,0,0,0,0,0,0,0,0,3.54,3.6,18,NA,"F20_006","after","2020-12-02 12:00:47","Guadalupe",0.0643034443931182
1806,"2020-12-02","15:00:21","2020-12-02","15:00:21",-862985,-5619855,2880793,27.0254674,-98.7301459,139.51,2.2,"3D","Yes",6,10,38,15,32,18,41,20,41,23,41,29,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,24,NA,"F20_006","after","2020-12-02 15:00:21","Guadalupe",0.0643034443931182
1807,"2020-12-02","18:00:29","2020-12-02","18:00:29",-862827,-5619852,2880845,27.025996,-98.7285768,139.14,1.6,"3D","Yes",8,10,41,12,38,20,35,21,41,23,35,25,38,26,35,31,38,0,0,0,0,0,0,0,0,3.58,3.58,29,NA,"F20_006","after","2020-12-02 18:00:29","Guadalupe",0.0643034443931182
1808,"2020-12-02","21:00:30","2020-12-02","21:00:30",-862825,-5619846,2880842,27.0259974,-98.728566,132.22,1.8,"3D","Yes",6,3,41,4,41,21,32,22,32,26,38,31,41,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.6,28,NA,"F20_006","after","2020-12-02 21:00:30","Guadalupe",0.0643034443931182
1809,"2020-12-03","00:00:53","2020-12-03","00:00:53",-862695,-5619884,2880834,27.02586,-98.727213,144.47,2.6,"3D","Yes",6,3,32,4,32,8,38,9,32,22,29,27,38,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,24,NA,"F20_006","after","2020-12-03 00:00:53","Guadalupe",0.0643034443931182
1810,"2020-12-03","03:00:29","2020-12-03","03:00:29",-862810,-5619845,2880871,27.0262439,-98.7284181,142.49,1.8,"3D","Yes",8,1,35,7,35,8,29,9,32,17,35,21,32,28,35,30,41,0,0,0,0,0,0,0,0,3.54,3.6,20,NA,"F20_006","after","2020-12-03 03:00:29","Guadalupe",0.0643034443931182
1811,"2020-12-03","06:00:29","2020-12-03","06:00:29",-862826,-5619793,2880975,27.0272808,-98.728657,146.13,2.8,"3D","Yes",7,2,35,6,41,14,41,17,35,19,35,28,41,30,29,0,0,0,0,0,0,0,0,0,0,3.56,3.6,18,NA,"F20_006","after","2020-12-03 06:00:29","Guadalupe",0.0643034443931182
1812,"2020-12-03","09:00:48","2020-12-03","09:00:48",-862899,-5619768,2880995,27.0274975,-98.7294224,143.07,1.6,"3D","Yes",8,2,41,6,41,12,35,17,38,19,35,24,32,25,35,29,35,0,0,0,0,0,0,0,0,3.54,3.6,16,NA,"F20_006","after","2020-12-03 09:00:48","Guadalupe",0.0643034443931182
1813,"2020-12-03","12:00:27","2020-12-03","12:00:27",-862896,-5619766,2880996,27.0275155,-98.7293956,141.36,1.8,"3D","Yes",8,2,29,12,38,15,38,18,38,20,38,23,38,25,38,29,38,0,0,0,0,0,0,0,0,3.54,3.58,18,NA,"F20_006","after","2020-12-03 12:00:27","Guadalupe",0.0643034443931182
1814,"2020-12-03","15:00:17","2020-12-03","15:00:17",-863179,-5619846,2880761,27.0251259,-98.732092,143.28,3.2,"3D","Yes",5,15,38,18,38,20,41,23,41,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.58,19,NA,"F20_006","after","2020-12-03 15:00:17","Guadalupe",0.0643034443931182
1815,"2020-12-03","18:00:29","2020-12-03","18:00:29",-863187,-5619896,2880666,27.0241545,-98.7320952,145.22,2,"3D","Yes",7,1,35,10,35,21,38,22,38,23,32,25,32,31,35,0,0,0,0,0,0,0,0,0,0,3.54,3.6,24,NA,"F20_006","after","2020-12-03 18:00:29","Guadalupe",0.0643034443931182
1816,"2020-12-03","21:00:15","2020-12-03","21:00:15",-862767,-5620310,2879970,27.0171425,-98.7272788,136.77,2.6,"3D","Yes",4,1,29,21,35,22,41,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.6,25,NA,"F20_006","after","2020-12-03 21:00:15","Guadalupe",0.0643034443931182
1817,"2020-12-04","00:00:48","2020-12-04","00:00:48",-862995,-5620009,2880499,27.0224735,-98.73001,142.88,2.6,"3D","Yes",6,3,29,4,38,8,41,14,29,27,29,30,32,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,18,NA,"F20_006","after","2020-12-04 00:00:48","Guadalupe",0.0643034443931182
1818,"2020-12-04","03:00:30","2020-12-04","03:00:30",-862984,-5619973,2880568,27.0231809,-98.7299555,141.04,2,"3D","Yes",6,7,38,8,29,9,35,14,32,28,35,30,41,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,20,NA,"F20_006","after","2020-12-04 03:00:30","Guadalupe",0.0643034443931182
1819,"2020-12-04","06:01:00","2020-12-04","06:01:00",-863097,-5619862,2880743,27.0249674,-98.7312508,138.1,3.2,"3D","Yes",6,6,38,14,41,17,38,19,44,24,35,28,38,0,0,0,0,0,0,0,0,0,0,0,0,3.52,3.6,16,NA,"F20_006","after","2020-12-04 06:01:00","Guadalupe",0.0643034443931182
1820,"2020-12-04","09:00:51","2020-12-04","09:00:51",-863037,-5619854,2880790,27.025415,-98.7306654,144.3,1.4,"3D","Yes",8,5,38,6,29,12,38,17,41,19,35,24,29,25,38,29,29,0,0,0,0,0,0,0,0,3.54,3.54,18,NA,"F20_006","after","2020-12-04 09:00:51","Guadalupe",0.0643034443931182
1821,"2020-12-04","12:00:29","2020-12-04","12:00:29",-863096,-5619841,2880802,27.0255274,-98.7312729,146.29,4.6,"3D","Yes",5,10,41,18,35,20,38,23,41,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,21,NA,"F20_006","after","2020-12-04 12:00:29","Guadalupe",0.0643034443931182
1822,"2020-12-04","15:00:23","2020-12-04","15:00:23",-863387,-5619774,2880819,27.0257545,-98.7342739,134.38,2.4,"3D","Yes",6,10,41,18,29,20,41,23,41,27,38,29,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,20,NA,"F20_006","after","2020-12-04 15:00:23","Guadalupe",0.0643034443931182
1823,"2020-12-04","18:00:30","2020-12-04","18:00:30",-863380,-5619758,2880852,27.026089,-98.7342286,134.34,5,"3D","Yes",4,10,32,20,29,21,35,23,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,25,NA,"F20_006","after","2020-12-04 18:00:30","Guadalupe",0.0643034443931182
1824,"2020-12-04","21:00:29","2020-12-04","21:00:29",-863359,-5619805,2880775,27.0252925,-98.7339476,137.89,4,"3D","Yes",4,1,29,3,38,22,41,26,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,22,NA,"F20_006","after","2020-12-04 21:00:29","Guadalupe",0.0643034443931182
1825,"2020-12-05","00:00:29","2020-12-05","00:00:29",-863215,-5619859,2880705,27.0246006,-98.7324307,134.15,2.2,"3D","Yes",5,3,35,8,38,9,38,16,29,27,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.58,19,NA,"F20_006","after","2020-12-05 00:00:29","Guadalupe",0.0643034443931182
1826,"2020-12-05","03:00:29","2020-12-05","03:00:29",-863166,-5619853,2880744,27.0249689,-98.7319518,139.96,1.6,"3D","Yes",10,1,35,8,32,9,35,13,38,14,41,17,38,19,38,21,35,28,41,30,41,0,0,0,0,3.54,3.6,18,NA,"F20_006","after","2020-12-05 03:00:29","Guadalupe",0.0643034443931182
1827,"2020-12-05","06:01:00","2020-12-05","06:01:00",-863204,-5619835,2880767,27.0252031,-98.7323578,139.7,2.4,"3D","Yes",7,3,38,6,29,14,35,17,32,19,35,24,32,28,35,0,0,0,0,0,0,0,0,0,0,3.5,3.6,20,NA,"F20_006","after","2020-12-05 06:01:00","Guadalupe",0.0643034443931182
1828,"2020-12-05","09:00:26","2020-12-05","09:00:26",-863254,-5619858,2880754,27.0249743,-98.7328206,160.81,2.6,"3D","Yes",7,2,38,5,35,6,29,12,41,17,29,19,29,25,38,0,0,0,0,0,0,0,0,0,0,3.56,3.6,21,NA,"F20_006","after","2020-12-05 09:00:26","Guadalupe",0.0643034443931182
1829,"2020-12-05","12:00:23","2020-12-05","12:00:23",-863240,-5619855,2880728,27.0247861,-98.7326858,144.46,1.6,"3D","Yes",8,2,35,5,32,12,29,13,41,15,38,18,35,25,29,29,32,0,0,0,0,0,0,0,0,3.56,3.6,20,NA,"F20_006","after","2020-12-05 12:00:23","Guadalupe",0.0643034443931182
1830,"2020-12-05","15:00:30","2020-12-05","15:00:30",-863155,-5619774,2880920,27.0267109,-98.7319631,148.89,1.8,"3D","Yes",8,10,41,15,38,18,35,20,38,23,38,24,38,27,38,29,29,0,0,0,0,0,0,0,0,3.54,3.6,20,NA,"F20_006","after","2020-12-05 15:00:30","Guadalupe",0.0643034443931182
1831,"2020-12-05","18:00:29","2020-12-05","18:00:29",-863072,-5619741,2880995,27.0274993,-98.7311868,142.69,2.4,"3D","Yes",7,1,32,10,38,20,35,21,38,23,38,25,32,31,38,0,0,0,0,0,0,0,0,0,0,3.56,3.6,26,NA,"F20_006","after","2020-12-05 18:00:29","Guadalupe",0.0643034443931182
1832,"2020-12-05","21:00:30","2020-12-05","21:00:30",-862831,-5619792,2880956,27.027129,-98.7287084,137.29,2.2,"3D","Yes",6,1,29,3,32,4,38,21,29,26,32,31,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,24,NA,"F20_006","after","2020-12-05 21:00:30","Guadalupe",0.0643034443931182
1833,"2020-12-06","00:00:47","2020-12-06","00:00:47",-862923,-5619744,2881029,27.0278532,-98.7296981,140.64,1.4,"3D","Yes",8,3,35,4,32,7,35,8,38,9,35,16,35,27,38,30,35,0,0,0,0,0,0,0,0,3.54,3.6,21,NA,"F20_006","after","2020-12-06 00:00:47","Guadalupe",0.0643034443931182
1834,"2020-12-06","03:00:48","2020-12-06","03:00:48",-862918,-5619746,2881028,27.0278402,-98.7296453,141.27,1.4,"3D","Yes",9,7,29,8,29,9,38,13,38,14,38,17,41,19,38,28,38,30,35,0,0,0,0,0,0,3.54,3.58,23,NA,"F20_006","after","2020-12-06 03:00:48","Guadalupe",0.0643034443931182
1835,"2020-12-06","06:00:30","2020-12-06","06:00:30",-863021,-5619765,2880975,27.027273,-98.7306421,147.84,2.6,"3D","Yes",7,2,41,6,41,14,38,17,38,19,38,28,38,30,29,0,0,0,0,0,0,0,0,0,0,3.54,3.6,19,NA,"F20_006","after","2020-12-06 06:00:30","Guadalupe",0.0643034443931182
1836,"2020-12-06","09:00:25","2020-12-06","09:00:25",-863105,-5619780,2880932,27.0268142,-98.7314559,152.87,1.6,"3D","Yes",7,2,41,5,35,6,32,12,41,19,29,24,35,25,38,0,0,0,0,0,0,0,0,0,0,3.56,3.6,18,NA,"F20_006","after","2020-12-06 09:00:25","Guadalupe",0.0643034443931182
1837,"2020-12-06","12:00:23","2020-12-06","12:00:23",-863115,-5619727,2881016,27.0276981,-98.7316366,145.72,2.2,"3D","Yes",7,5,32,12,32,20,38,23,41,24,29,25,38,29,38,0,0,0,0,0,0,0,0,0,0,3.56,3.6,20,NA,"F20_006","after","2020-12-06 12:00:23","Guadalupe",0.0643034443931182
1838,"2020-12-06","15:01:00","2020-12-06","15:01:00",-863309,-5619757,2880899,27.0265151,-98.733523,145.21,5.6,"3D","Yes",5,10,41,18,32,20,41,23,38,24,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,3.56,19,NA,"F20_006","after","2020-12-06 15:01:00","Guadalupe",0.0643034443931182
1839,"2020-12-06","18:00:57","2020-12-06","18:00:57",-863381,-5619772,2880852,27.0260316,-98.7342172,146.8,3.6,"3D","Yes",4,1,32,10,35,20,29,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.58,25,NA,"F20_006","after","2020-12-06 18:00:57","Guadalupe",0.0643034443931182
1840,"2020-12-06","21:00:35","2020-12-06","21:00:35",-863736,-5620016,2880268,27.0201266,-98.7373795,144.33,2,"3D","Yes",4,1,29,16,35,26,35,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,23,NA,"F20_006","after","2020-12-06 21:00:35","Guadalupe",0.0643034443931182
1841,"2020-12-07","00:00:29","2020-12-07","00:00:29",-863293,-5619860,2880697,27.0244837,-98.733206,141.95,2.8,"3D","Yes",7,4,38,7,38,8,38,9,38,16,29,27,35,30,35,0,0,0,0,0,0,0,0,0,0,3.56,3.6,22,NA,"F20_006","after","2020-12-07 00:00:29","Guadalupe",0.0643034443931182
1842,"2020-12-07","03:00:30","2020-12-07","03:00:30",-863241,-5619863,2880705,27.0245682,-98.7326835,141.19,2.2,"3D","Yes",5,7,35,8,35,9,35,17,41,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,20,NA,"F20_006","after","2020-12-07 03:00:30","Guadalupe",0.0643034443931182
1843,"2020-12-07","06:00:54","2020-12-07","06:00:54",-863192,-5619860,2880735,27.024852,-98.7322,145.55,2.2,"3D","Yes",6,2,38,6,38,17,38,19,41,24,35,30,29,0,0,0,0,0,0,0,0,0,0,0,0,3.52,3.6,19,NA,"F20_006","after","2020-12-07 06:00:54","Guadalupe",0.0643034443931182
1844,"2020-12-07","09:00:31","2020-12-07","09:00:31",-863271,-5619858,2880708,27.0245939,-98.73299,142.21,3.4,"3D","Yes",5,2,32,6,29,17,29,19,32,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,20,NA,"F20_006","after","2020-12-07 09:00:31","Guadalupe",0.0643034443931182
1845,"2020-12-07","12:00:48","2020-12-07","12:00:48",-863237,-5619854,2880736,27.0248564,-98.7326574,146.81,2,"3D","Yes",6,5,32,15,38,18,41,23,38,25,29,29,35,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,18,NA,"F20_006","after","2020-12-07 12:00:48","Guadalupe",0.0643034443931182
1846,"2020-12-07","15:00:19","2020-12-07","15:00:19",-863278,-5619767,2880885,27.0263813,-98.7331989,143.46,1.8,"3D","Yes",7,10,38,15,35,18,38,20,35,23,32,24,41,29,32,0,0,0,0,0,0,0,0,0,0,3.56,3.6,25,NA,"F20_006","after","2020-12-07 15:00:19","Guadalupe",0.0643034443931182
1847,"2020-12-07","18:00:46","2020-12-07","18:00:46",-862811,-5619874,2880806,27.0256032,-98.7283837,138.63,1.6,"3D","Yes",7,1,29,10,32,12,29,21,32,25,32,26,32,31,32,0,0,0,0,0,0,0,0,0,0,3.56,3.6,29,NA,"F20_006","after","2020-12-07 18:00:46","Guadalupe",0.0643034443931182
1848,"2020-12-07","21:00:47","2020-12-07","21:00:47",-862783,-5619874,2880814,27.025685,-98.7281049,138.48,1.6,"3D","Yes",7,1,29,3,35,4,35,16,38,22,32,26,41,31,32,0,0,0,0,0,0,0,0,0,0,3.56,3.6,30,NA,"F20_006","after","2020-12-07 21:00:47","Guadalupe",0.0643034443931182
1849,"2020-12-08","00:00:54","2020-12-08","00:00:54",-862782,-5619816,2880932,27.0268693,-98.7281836,140.89,1.8,"3D","Yes",7,4,35,7,35,8,38,21,29,27,35,28,29,30,32,0,0,0,0,0,0,0,0,0,0,3.52,3.6,20,NA,"F20_006","after","2020-12-08 00:00:54","Guadalupe",0.0643034443931182
1850,"2020-12-08","03:00:17","2020-12-08","03:00:17",-862831,-5619792,2880942,27.0270165,-98.7287084,130.93,5.8,"3D","Yes",5,7,41,8,29,21,35,28,29,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.6,17,NA,"F20_006","after","2020-12-08 03:00:17","Guadalupe",0.0643034443931182
1851,"2020-12-08","06:00:29","2020-12-08","06:00:29",-862961,-5619803,2880918,27.026698,-98.7299864,147.28,4.2,"3D","Yes",5,2,38,6,41,17,41,19,41,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.52,16,NA,"F20_006","after","2020-12-08 06:00:29","Guadalupe",0.0643034443931182
1852,"2020-12-08","09:00:30","2020-12-08","09:00:30",-862905,-5619767,2880999,27.02753,-98.7294837,144.82,1.8,"3D","Yes",7,2,38,5,41,6,35,12,41,17,29,25,35,29,35,0,0,0,0,0,0,0,0,0,0,3.54,3.58,16,NA,"F20_006","after","2020-12-08 09:00:30","Guadalupe",0.0643034443931182
1853,"2020-12-08","12:00:30","2020-12-08","12:00:30",-863089,-5619727,2881022,27.0277625,-98.7313776,144.93,1.8,"3D","Yes",8,5,32,13,38,15,38,18,32,20,38,23,38,25,32,29,38,0,0,0,0,0,0,0,0,3.54,3.6,18,NA,"F20_006","after","2020-12-08 12:00:30","Guadalupe",0.0643034443931182
1854,"2020-12-08","15:00:30","2020-12-08","15:00:30",-863047,-5619847,2880793,27.0254613,-98.7307757,140.85,6.8,"3D","Yes",5,10,38,18,32,20,32,23,35,27,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,23,NA,"F20_006","after","2020-12-08 15:00:30","Guadalupe",0.0643034443931182
1855,"2020-12-08","18:00:47","2020-12-08","18:00:47",-863068,-5619847,2880792,27.0254401,-98.7309849,143.24,1.8,"3D","Yes",7,1,38,10,35,20,32,21,38,22,35,26,32,31,35,0,0,0,0,0,0,0,0,0,0,3.56,3.62,32,NA,"F20_006","after","2020-12-08 18:00:47","Guadalupe",0.0643034443931182
