"LINE_NO","GMT_DATE","GMT_TIME","LMT_DATE","LMT_TIME","ECEF_X","ECEF_Y","ECEF_Z","LATITUDE","LONGITUDE","HEIGHT","DOP","NAV","VALIDATED","SATS_USED","CH1_SATID","CH1_C.N","CH2_SATID","CH2_C.N","CH3_SATID","CH3_C.N","CH4_SATID","CH4_C.N","CH5_SATID","CH5_C.N","CH6_SATID","CH6_C.N","CH7_SATID","CH7_C.N","CH8_SATID","CH8_C.N","CH9_SATID","CH9_C.N","CH10_SATID","CH10_C.N","CH11_SATID","CH11_C.N","CH12_SATID","CH12_C.N","MAIN_VOL","BU_VOL","TEMP","REMARKS","ID","StStatus","POSTime","Name","Stock.Dens"
4496,"2020-10-27","21:00:30","2020-10-27","21:00:30",-863213,-5619733,2880998,27.02747,-98.7326,156.08,1.8,"3D","Yes",7,1,32,10,38,20,29,21,35,23,29,25,32,31,38,0,0,0,0,0,0,0,0,0,0,3.56,3.64,30,NA,"F20_007","before","2020-10-27 21:00:30","Guadalupe",0
4497,"2020-10-28","00:00:27","2020-10-28","00:00:27",-863295,-5619706,2881000,27.02754,-98.73346,144.31,3.4,"3D","Yes",6,3,38,4,35,16,38,22,38,26,38,31,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.62,21,NA,"F20_007","before","2020-10-28 00:00:27","Guadalupe",0
4498,"2020-10-28","03:00:23","2020-10-28","03:00:23",-863210,-5619725,2880994,27.02747,-98.73259,146.81,1.8,"3D","Yes",7,3,29,4,35,7,41,11,35,16,32,27,38,30,32,0,0,0,0,0,0,0,0,0,0,3.56,3.64,25,NA,"F20_007","before","2020-10-28 03:00:23","Guadalupe",0
4499,"2020-10-28","06:01:18","2020-10-28","06:01:18",-863088,-5619740,2881001,27.02754,-98.73135,146.7,2.6,"3D","Yes",8,1,32,7,32,11,32,13,35,17,41,21,32,28,38,30,35,0,0,0,0,0,0,0,0,3.52,3.6,26,NA,"F20_007","before","2020-10-28 06:01:18","Guadalupe",0
4500,"2020-10-28","09:00:47","2020-10-28","09:00:47",-862915,-5619771,2880993,27.02746,-98.72958,146.97,3.2,"3D","Yes",6,2,35,6,38,17,38,19,38,24,32,28,35,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,18,NA,"F20_007","before","2020-10-28 09:00:47","Guadalupe",0
4501,"2020-10-28","12:00:48","2020-10-28","12:00:48",-862915,-5619766,2880989,27.02745,-98.72958,140.75,3,"3D","Yes",6,2,41,5,32,6,35,12,38,25,38,29,32,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.64,23,NA,"F20_007","before","2020-10-28 12:00:48","Guadalupe",0
4502,"2020-10-28","15:00:30","2020-10-28","15:00:30",-862751,-5619783,2881012,27.02767,-98.72793,144,1.4,"3D","Yes",10,2,29,5,29,10,35,13,35,15,35,18,35,20,38,23,41,25,29,29,35,0,0,0,0,3.54,3.64,26,NA,"F20_007","before","2020-10-28 15:00:30","Guadalupe",0
4503,"2020-10-28","18:00:20","2020-10-28","18:00:20",-862616,-5619829,2880951,27.02707,-98.72651,138.54,3.6,"3D","Yes",5,10,35,15,29,18,35,20,41,23,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.6,36,NA,"F20_007","before","2020-10-28 18:00:20","Guadalupe",0
4504,"2020-10-28","21:00:29","2020-10-28","21:00:29",-862819,-5619846,2880864,27.02618,-98.72851,141.41,2,"3D","Yes",8,1,32,10,29,11,35,20,29,21,35,22,38,23,29,31,35,0,0,0,0,0,0,0,0,3.56,3.64,32,NA,"F20_007","before","2020-10-28 21:00:29","Guadalupe",0
4505,"2020-10-29","00:00:30","2020-10-29","00:00:30",-863133,-5619731,2881001,27.02755,-98.73181,144.86,2.2,"3D","Yes",7,3,35,4,32,16,38,22,38,26,41,27,29,31,32,0,0,0,0,0,0,0,0,0,0,3.56,3.64,25,NA,"F20_007","before","2020-10-29 00:00:30","Guadalupe",0
4506,"2020-10-29","03:00:48","2020-10-29","03:00:48",-863196,-5619673,2881105,27.02858,-98.73253,149.58,1.6,"3D","Yes",9,4,35,7,38,8,38,11,35,16,29,21,29,27,38,28,35,30,32,0,0,0,0,0,0,3.56,3.64,19,NA,"F20_007","before","2020-10-29 03:00:48",NA,0
4507,"2020-10-29","06:00:30","2020-10-29","06:00:30",-863196,-5619674,2881102,27.02855,-98.73252,149.09,2.8,"3D","Yes",7,1,38,7,41,11,35,17,38,19,38,21,35,30,38,0,0,0,0,0,0,0,0,0,0,3.56,3.64,19,NA,"F20_007","before","2020-10-29 06:00:30",NA,0
4508,"2020-10-29","09:00:48","2020-10-29","09:00:48",-863010,-5619660,2881178,27.02934,-98.73069,146.15,2.4,"3D","Yes",6,2,35,6,41,12,32,17,35,19,38,28,35,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.64,20,NA,"F20_007","before","2020-10-29 09:00:48","San Rafael",0
4509,"2020-10-29","12:00:50","2020-10-29","12:00:50",-863004,-5619655,2881169,27.02929,-98.73064,136.85,3,"3D","Yes",6,2,32,5,38,6,29,12,35,25,32,29,32,0,0,0,0,0,0,0,0,0,0,0,0,3.52,3.64,28,NA,"F20_007","before","2020-10-29 12:00:50","San Rafael",0
4510,"2020-10-29","15:00:30","2020-10-29","15:00:30",-863432,-5619665,2881049,27.02802,-98.73489,149.01,1.8,"3D","Yes",6,2,38,5,32,15,38,20,35,25,29,29,41,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.6,27,NA,"F20_007","before","2020-10-29 15:00:30",NA,0
4511,"2020-10-29","18:00:31","2020-10-29","18:00:31",-863381,-5619765,2880867,27.02618,-98.73423,147.45,6.2,"3D","Yes",5,15,35,20,38,23,41,24,38,27,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,30,NA,"F20_007","before","2020-10-29 18:00:31","Guadalupe",0
4512,"2020-10-29","21:00:54","2020-10-29","21:00:54",-863412,-5619781,2880829,27.02579,-98.73451,148.46,2.4,"3D","Yes",5,10,38,21,35,23,32,25,35,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,32,NA,"F20_007","before","2020-10-29 21:00:54","Guadalupe",0
4513,"2020-10-30","00:01:36","2020-10-30","00:01:36",-862758,-5619905,2880774,27.02525,-98.72781,144.22,2.8,"3D","Yes",5,3,41,4,29,7,32,22,38,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,26,NA,"F20_007","before","2020-10-30 00:01:36","Guadalupe",0
4514,"2020-10-30","03:00:22","2020-10-30","03:00:22",-862654,-5619883,2880844,27.02597,-98.72681,142.6,1.4,"3D","Yes",10,1,29,4,29,7,38,8,38,11,32,16,32,21,32,27,35,28,35,30,38,0,0,0,0,3.56,3.64,25,NA,"F20_007","before","2020-10-30 03:00:22","Guadalupe",0
4515,"2020-10-30","06:00:47","2020-10-30","06:00:47",-863344,-5619698,2881005,27.02758,-98.73396,146.16,2,"3D","Yes",9,1,32,7,38,11,32,13,38,17,35,19,35,21,32,28,38,30,38,0,0,0,0,0,0,3.56,3.64,20,NA,"F20_007","before","2020-10-30 06:00:47","Guadalupe",0
4516,"2020-10-30","09:00:30","2020-10-30","09:00:30",-863212,-5619726,2880990,27.02743,-98.7326,146.15,3.2,"3D","Yes",6,2,38,6,38,17,38,19,38,24,38,28,35,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,22,NA,"F20_007","before","2020-10-30 09:00:30","Guadalupe",0
4517,"2020-10-30","12:00:29","2020-10-30","12:00:29",-863255,-5619700,2881031,27.02784,-98.73307,147.7,3.2,"3D","Yes",5,2,38,5,41,6,29,12,38,25,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,19,NA,"F20_007","before","2020-10-30 12:00:29","Guadalupe",0
4518,"2020-10-30","15:00:30","2020-10-30","15:00:30",-862927,-5619772,2880997,27.02748,-98.7297,151.29,1.4,"3D","Yes",9,2,29,5,29,13,35,15,41,18,32,20,29,23,29,25,29,29,38,0,0,0,0,0,0,3.56,3.64,28,NA,"F20_007","before","2020-10-30 15:00:30","Guadalupe",0
4519,"2020-10-30","18:00:52","2020-10-30","18:00:52",-862661,-5619814,2880972,27.02727,-98.72698,140.95,3,"3D","Yes",6,10,38,18,35,20,35,23,35,24,32,27,29,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.64,33,NA,"F20_007","before","2020-10-30 18:00:52","Guadalupe",0
4520,"2020-10-30","21:00:48","2020-10-30","21:00:48",-862599,-5619800,2881021,27.02776,-98.72639,142.51,1.8,"3D","Yes",7,1,35,10,38,20,29,21,35,22,29,23,32,31,38,0,0,0,0,0,0,0,0,0,0,3.56,3.64,35,NA,"F20_007","before","2020-10-30 21:00:48","Guadalupe",0
4521,"2020-10-31","00:00:30","2020-10-31","00:00:30",-862694,-5619772,2881045,27.02801,-98.72737,141.61,2.8,"3D","Yes",6,3,38,16,32,22,38,26,35,27,35,31,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,24,NA,"F20_007","before","2020-10-31 00:00:30","Guadalupe",0
4522,"2020-10-31","03:00:29","2020-10-31","03:00:29",-862753,-5619768,2881024,27.02782,-98.72797,136.52,4.6,"3D","Yes",5,4,35,8,32,16,29,21,29,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,22,NA,"F20_007","before","2020-10-31 03:00:29","Guadalupe",0
4523,"2020-10-31","06:00:29","2020-10-31","06:00:29",-863157,-5619699,2881040,27.02798,-98.7321,137.66,2.4,"3D","Yes",7,1,32,7,35,11,35,13,35,19,35,28,38,30,35,0,0,0,0,0,0,0,0,0,0,3.56,3.64,18,NA,"F20_007","before","2020-10-31 06:00:29",NA,0
4524,"2020-10-31","09:00:29","2020-10-31","09:00:29",-863144,-5619679,2881105,27.02859,-98.732,147.83,2,"3D","Yes",7,2,35,3,32,6,38,12,32,17,38,19,38,28,35,0,0,0,0,0,0,0,0,0,0,3.56,3.62,21,NA,"F20_007","before","2020-10-31 09:00:29",NA,0
4525,"2020-10-31","12:00:30","2020-10-31","12:00:30",-863263,-5619669,2881087,27.02841,-98.7332,146.94,2,"3D","Yes",7,2,35,5,35,6,29,12,35,19,32,25,35,29,32,0,0,0,0,0,0,0,0,0,0,3.56,3.64,27,NA,"F20_007","before","2020-10-31 12:00:30",NA,0
4526,"2020-10-31","15:00:50","2020-10-31","15:00:50",-863610,-5619607,2881113,27.02866,-98.73675,151.11,1.2,"3D","Yes",12,2,35,5,29,10,32,13,35,15,38,18,38,20,38,23,38,24,32,25,29,26,29,29,38,3.56,3.64,32,NA,"F20_007","before","2020-10-31 15:00:50",NA,0
4527,"2020-10-31","18:00:09","2020-10-31","18:00:09",-863363,-5619649,2881082,27.02839,-98.73423,140.58,3.2,"3D","Yes",6,10,29,15,29,18,41,20,32,23,29,24,32,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.64,35,NA,"F20_007","before","2020-10-31 18:00:09",NA,0
4528,"2020-10-31","21:00:31","2020-10-31","21:00:31",-863023,-5619737,2881019,27.02774,-98.7307,143.45,1.6,"3D","Yes",8,1,32,3,32,11,32,21,38,22,38,25,29,26,32,31,38,0,0,0,0,0,0,0,0,3.58,3.64,33,NA,"F20_007","before","2020-10-31 21:00:31","Guadalupe",0
4529,"2020-11-01","00:00:29","2020-11-01","00:00:29",-863268,-5619720,2880984,27.02737,-98.73317,145.71,5.4,"3D","Yes",5,3,38,4,38,16,38,22,38,26,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,28,NA,"F20_007","before","2020-11-01 00:00:29","Guadalupe",0
4530,"2020-11-01","03:00:54","2020-11-01","03:00:54",-863456,-5619678,2881011,27.02764,-98.73511,146.43,2.2,"3D","Yes",6,4,32,7,41,8,32,11,32,16,35,30,38,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,26,NA,"F20_007","before","2020-11-01 03:00:54","Guadalupe",0
4531,"2020-11-01","06:00:30","2020-11-01","06:00:30",-863218,-5619695,2881042,27.02797,-98.73271,143.29,2.2,"3D","Yes",6,1,35,6,29,7,38,11,29,17,35,30,41,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,21,NA,"F20_007","before","2020-11-01 06:00:30",NA,0
4532,"2020-11-01","09:00:29","2020-11-01","09:00:29",-863298,-5619679,2881038,27.02796,-98.73353,138.21,4.8,"3D","Yes",6,2,32,6,35,12,32,17,35,19,35,24,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,22,NA,"F20_007","before","2020-11-01 09:00:29","Guadalupe",0
4533,"2020-11-01","12:00:30","2020-11-01","12:00:30",-863497,-5619666,2881023,27.02776,-98.73553,146.87,2.6,"3D","Yes",6,2,38,5,38,6,32,12,35,25,38,29,35,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,22,NA,"F20_007","before","2020-11-01 12:00:30","Guadalupe",0
4534,"2020-11-01","15:00:54","2020-11-01","15:00:54",-863193,-5619787,2880876,27.02628,-98.73232,145.48,2.4,"3D","Yes",5,2,29,5,29,13,32,25,32,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,30,NA,"F20_007","before","2020-11-01 15:00:54","Guadalupe",0
4535,"2020-11-01","18:00:47","2020-11-01","18:00:47",-863197,-5619792,2880874,27.02624,-98.73235,149.52,2.4,"3D","Yes",6,10,35,18,29,20,32,21,38,23,32,27,38,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,34,NA,"F20_007","before","2020-11-01 18:00:47","Guadalupe",0
4536,"2020-11-01","21:00:28","2020-11-01","21:00:28",-863183,-5619804,2880855,27.02605,-98.7322,149.56,3.2,"3D","Yes",4,1,35,10,29,21,32,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,35,NA,"F20_007","before","2020-11-01 21:00:28","Guadalupe",0
4537,"2020-11-02","00:00:45","2020-11-02","00:00:45",-863344,-5619677,2881043,27.02798,-98.73399,144.94,1.8,"3D","Yes",7,3,38,4,29,7,41,16,32,22,41,26,29,27,35,0,0,0,0,0,0,0,0,0,0,3.56,3.64,28,NA,"F20_007","before","2020-11-02 00:00:45",NA,0
4538,"2020-11-02","03:00:30","2020-11-02","03:00:30",-863243,-5619695,2881007,27.02768,-98.73296,130.77,5,"3D","Yes",5,4,32,7,41,11,32,16,29,27,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.62,25,NA,"F20_007","before","2020-11-02 03:00:30","Guadalupe",0
4539,"2020-11-02","06:00:30","2020-11-02","06:00:30",-863272,-5619729,2880966,27.02719,-98.7332,146,3.2,"3D","Yes",6,1,38,7,41,11,35,19,35,21,38,30,41,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,24,NA,"F20_007","before","2020-11-02 06:00:30","Guadalupe",0
4540,"2020-11-02","09:00:54","2020-11-02","09:00:54",-863170,-5619711,2881041,27.02793,-98.73221,150.43,2.4,"3D","Yes",7,2,38,6,38,12,35,17,38,19,35,24,32,28,35,0,0,0,0,0,0,0,0,0,0,3.56,3.62,21,NA,"F20_007","before","2020-11-02 09:00:54","Guadalupe",0
4541,"2020-11-02","12:00:47","2020-11-02","12:00:47",-862943,-5619767,2880993,27.02746,-98.72986,147.23,6.8,"3D","Yes",5,2,38,5,38,12,41,25,38,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,23,NA,"F20_007","before","2020-11-02 12:00:47","Guadalupe",0
4542,"2020-11-02","15:00:30","2020-11-02","15:00:30",-862534,-5619889,2880879,27.0263,-98.7256,147.57,1.4,"3D","Yes",7,2,29,5,29,10,41,15,35,20,41,25,29,29,35,0,0,0,0,0,0,0,0,0,0,3.56,3.6,28,NA,"F20_007","before","2020-11-02 15:00:30","Guadalupe",0
4543,"2020-11-02","18:00:29","2020-11-02","18:00:29",-862563,-5619887,2880878,27.02628,-98.72589,149.27,3,"3D","Yes",6,18,35,20,38,21,32,23,38,24,38,31,32,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,33,NA,"F20_007","before","2020-11-02 18:00:29","Guadalupe",0
4544,"2020-11-02","21:00:23","2020-11-02","21:00:23",-862502,-5619872,2880925,27.02676,-98.72531,149.18,1.8,"3D","Yes",7,10,35,20,29,21,32,22,32,23,29,26,32,31,41,0,0,0,0,0,0,0,0,0,0,3.58,3.64,35,NA,"F20_007","before","2020-11-02 21:00:23","Guadalupe",0
4545,"2020-11-03","00:00:54","2020-11-03","00:00:54",-862883,-5619760,2881006,27.02763,-98.72928,138.87,2.4,"3D","Yes",5,3,29,4,32,7,32,26,41,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.62,26,NA,"F20_007","before","2020-11-03 00:00:54","Guadalupe",0
4546,"2020-11-03","03:00:29","2020-11-03","03:00:29",-863343,-5619697,2881008,27.02761,-98.73395,146.51,2.8,"3D","Yes",6,1,32,4,35,7,32,8,35,11,38,21,32,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,23,NA,"F20_007","before","2020-11-03 03:00:29","Guadalupe",0
4547,"2020-11-03","06:00:29","2020-11-03","06:00:29",-863241,-5619706,2881016,27.0277,-98.73292,144.27,1.6,"3D","Yes",7,1,35,6,32,11,32,13,41,15,32,17,38,28,38,0,0,0,0,0,0,0,0,0,0,3.56,3.64,22,NA,"F20_007","before","2020-11-03 06:00:29","Guadalupe",0
4548,"2020-11-03","09:00:48","2020-11-03","09:00:48",-863286,-5619655,2881123,27.02874,-98.73345,154.08,5.4,"3D","Yes",5,2,38,6,35,17,38,19,35,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.64,18,NA,"F20_007","before","2020-11-03 09:00:48",NA,0
4549,"2020-11-03","12:00:29","2020-11-03","12:00:29",-863317,-5619639,2881133,27.02887,-98.73378,148.73,2.4,"3D","Yes",6,2,35,5,41,6,32,12,38,19,35,25,38,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.62,22,NA,"F20_007","before","2020-11-03 12:00:29",NA,0
4550,"2020-11-03","15:00:29","2020-11-03","15:00:29",-863425,-5619598,2881203,27.02953,-98.73492,159.05,1.6,"3D","Yes",7,5,29,15,35,18,35,20,38,23,38,25,29,29,35,0,0,0,0,0,0,0,0,0,0,3.56,3.64,29,NA,"F20_007","before","2020-11-03 15:00:29","San Rafael",0
4551,"2020-11-03","18:01:00","2020-11-03","18:01:00",-863467,-5619568,2881214,27.02972,-98.73539,143.32,4.6,"3D","Yes",5,10,38,18,35,20,41,23,38,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,37,NA,"F20_007","before","2020-11-03 18:01:00","San Rafael",0
4552,"2020-11-03","21:00:53","2020-11-03","21:00:53",-863424,-5619573,2881233,27.02987,-98.73495,150.54,2,"3D","Yes",6,1,29,3,29,10,29,11,35,21,35,31,35,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,34,NA,"F20_007","before","2020-11-03 21:00:53","San Rafael",0
4553,"2020-11-04","00:00:29","2020-11-04","00:00:29",-863314,-5619642,2881134,27.02887,-98.73375,151.42,3.2,"3D","Yes",5,3,35,4,41,16,35,26,38,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,27,NA,"F20_007","before","2020-11-04 00:00:29",NA,0
4554,"2020-11-04","03:00:22","2020-11-04","03:00:22",-863248,-5619613,2881193,27.0295,-98.73314,143.77,1.6,"3D","Yes",8,1,32,4,38,8,32,11,41,16,29,21,38,28,35,30,35,0,0,0,0,0,0,0,0,3.56,3.62,26,NA,"F20_007","before","2020-11-04 03:00:22","San Rafael",0
4555,"2020-11-04","06:00:56","2020-11-04","06:00:56",-863351,-5619611,2881172,27.02928,-98.73416,146.4,1.6,"3D","Yes",8,6,35,7,38,13,38,15,29,17,35,19,38,21,29,30,38,0,0,0,0,0,0,0,0,3.54,3.64,24,NA,"F20_007","before","2020-11-04 06:00:56","San Rafael",0
4556,"2020-11-04","09:00:48","2020-11-04","09:00:48",-863412,-5619607,2881174,27.02927,-98.73478,152.04,2.4,"3D","Yes",6,2,35,6,41,12,35,17,41,19,38,28,38,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.56,22,NA,"F20_007","before","2020-11-04 09:00:48","San Rafael",0
4557,"2020-11-04","12:00:30","2020-11-04","12:00:30",-864000,-5619362,2881478,27.03234,-98.74101,154.06,1.4,"3D","Yes",8,2,38,5,41,6,29,12,38,18,32,19,32,25,38,29,32,0,0,0,0,0,0,0,0,3.56,3.64,20,NA,"F20_007","before","2020-11-04 12:00:30","Coloraditas",0
4558,"2020-11-04","15:00:24","2020-11-04","15:00:24",-865535,-5618531,2882659,27.04425,-98.75757,167.34,2,"3D","Yes",8,5,29,10,35,13,29,15,35,18,32,20,38,23,38,29,35,0,0,0,0,0,0,0,0,3.58,3.64,32,NA,"F20_007","before","2020-11-04 15:00:24","Coloraditas",0
4559,"2020-11-04","18:01:20","2020-11-04","18:01:20",-865371,-5618668,2882408,27.04177,-98.75573,151.58,6.2,"3D","Yes",4,10,29,20,29,23,29,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,34,NA,"F20_007","before","2020-11-04 18:01:20","Coloraditas",0
4560,"2020-11-04","21:00:30","2020-11-04","21:00:30",-865341,-5618708,2882353,27.04119,-98.75537,157.72,2.2,"3D","Yes",5,1,38,10,29,11,29,25,38,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,33,NA,"F20_007","before","2020-11-04 21:00:30","Coloraditas",0
4561,"2020-11-17","00:00:29","2020-11-17","00:00:29",-862983,-5619665,2881147,27.02908,-98.73042,132.82,4.4,"3D","Yes",6,3,35,7,29,8,35,16,38,22,35,27,41,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,27,NA,"F20_007","after","2020-11-17 00:00:29","San Rafael",0.1559842
4562,"2020-11-17","03:00:30","2020-11-17","03:00:30",-863010,-5619623,2881248,27.03005,-98.73075,145.39,2.2,"3D","Yes",6,7,38,8,32,21,35,27,29,28,35,30,35,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,25,NA,"F20_007","after","2020-11-17 03:00:30","San Rafael",0.1559842
4563,"2020-11-17","06:00:47","2020-11-17","06:00:47",-863412,-5619595,2881184,27.0294,-98.7348,146.02,1.8,"3D","Yes",8,3,32,6,35,7,32,13,32,17,35,19,32,28,35,30,38,0,0,0,0,0,0,0,0,3.54,3.62,25,NA,"F20_007","after","2020-11-17 06:00:47","San Rafael",0.1559842
4564,"2020-11-17","09:00:48","2020-11-17","09:00:48",-863399,-5619591,2881208,27.02962,-98.73467,151.64,2.6,"3D","Yes",6,6,29,12,41,17,29,19,29,25,29,28,29,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.64,25,NA,"F20_007","after","2020-11-17 09:00:48","San Rafael",0.1559842
4565,"2020-11-17","12:00:29","2020-11-17","12:00:29",-863408,-5619581,2881222,27.02976,-98.73478,150.42,6.2,"3D","Yes",6,2,38,5,38,13,32,15,35,25,29,29,35,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.64,23,NA,"F20_007","after","2020-11-17 12:00:29","San Rafael",0.1559842
4566,"2020-11-17","15:00:48","2020-11-17","15:00:48",-863049,-5619587,2881309,27.03066,-98.73119,146.69,1.6,"3D","Yes",9,10,29,13,32,15,41,18,38,20,35,23,35,24,32,27,38,29,32,0,0,0,0,0,0,3.54,3.64,29,NA,"F20_007","after","2020-11-17 15:00:48","San Rafael",0.1559842
4567,"2020-11-17","18:00:30","2020-11-17","18:00:30",-863194,-5619611,2881223,27.02978,-98.7326,148.34,8,"3D","Yes",5,10,41,18,29,20,41,23,44,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,33,NA,"F20_007","after","2020-11-17 18:00:30","San Rafael",0.1559842
4568,"2020-11-17","21:00:30","2020-11-17","21:00:30",-863251,-5619638,2881145,27.02901,-98.73313,144.38,1.8,"3D","Yes",6,1,35,10,32,16,32,25,32,26,41,31,32,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,33,NA,"F20_007","after","2020-11-17 21:00:30","San Rafael",0.1559842
4569,"2020-11-18","00:00:54","2020-11-18","00:00:54",-863240,-5619643,2881142,27.02897,-98.73301,145.93,3.4,"3D","Yes",5,4,35,7,35,8,32,16,35,27,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,26,NA,"F20_007","after","2020-11-18 00:00:54","San Rafael",0.1559842
4570,"2020-11-18","03:00:37","2020-11-18","03:00:37",-862897,-5619648,2881233,27.0299,-98.72959,145.3,2,"3D","Yes",6,4,32,7,38,8,38,27,29,28,32,30,35,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.64,23,NA,"F20_007","after","2020-11-18 03:00:37","San Rafael",0.1559842
4571,"2020-11-18","06:00:30","2020-11-18","06:00:30",-862809,-5619673,2881205,27.02963,-98.72867,142.7,1.8,"3D","Yes",8,3,35,6,38,7,38,13,35,17,32,19,38,28,32,30,38,0,0,0,0,0,0,0,0,3.56,3.56,27,NA,"F20_007","after","2020-11-18 06:00:30","San Rafael",0.1559842
4572,"2020-11-18","09:00:30","2020-11-18","09:00:30",-863017,-5619617,2881243,27.03003,-98.73083,138.78,5,"3D","Yes",6,2,38,5,32,6,38,12,38,17,38,19,41,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,24,NA,"F20_007","after","2020-11-18 09:00:30","San Rafael",0.1559842
4573,"2020-11-18","12:00:29","2020-11-18","12:00:29",-863021,-5619622,2881246,27.03003,-98.73086,145.09,2.6,"3D","Yes",7,2,38,5,38,18,35,20,35,23,35,25,35,29,41,0,0,0,0,0,0,0,0,0,0,3.56,3.64,24,NA,"F20_007","after","2020-11-18 12:00:29","San Rafael",0.1559842
4574,"2020-11-18","15:00:30","2020-11-18","15:00:30",-863716,-5619659,2880978,27.02729,-98.73773,149.88,3.2,"3D","Yes",7,10,38,15,35,18,32,20,29,23,32,24,35,29,41,0,0,0,0,0,0,0,0,0,0,3.56,3.64,31,NA,"F20_007","after","2020-11-18 15:00:30","Guadalupe",0.06430344
4575,"2020-11-18","18:00:48","2020-11-18","18:00:48",-863414,-5619717,2880963,27.02713,-98.73463,153.28,3.2,"3D","Yes",5,10,38,20,29,23,32,27,35,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,35,NA,"F20_007","after","2020-11-18 18:00:48","Guadalupe",0.06430344
4576,"2020-11-18","21:00:30","2020-11-18","21:00:30",-863364,-5619722,2880945,27.02699,-98.73412,142.73,2,"3D","Yes",7,1,35,3,38,10,38,16,38,22,38,26,38,31,29,0,0,0,0,0,0,0,0,0,0,3.56,3.64,32,NA,"F20_007","after","2020-11-18 21:00:30","Guadalupe",0.06430344
4577,"2020-11-19","00:00:54","2020-11-19","00:00:54",-863157,-5619857,2880748,27.02499,-98.73186,144.09,2,"3D","Yes",7,3,35,4,38,7,35,8,35,16,41,26,35,27,35,0,0,0,0,0,0,0,0,0,0,3.54,3.6,28,NA,"F20_007","after","2020-11-19 00:00:54","Guadalupe",0.06430344
4578,"2020-11-19","03:00:45","2020-11-19","03:00:45",-863072,-5619840,2880792,27.02547,-98.73104,137.62,3.4,"3D","Yes",6,1,29,7,38,8,38,21,35,28,38,30,41,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,27,NA,"F20_007","after","2020-11-19 03:00:45","Guadalupe",0.06430344
